time_s,current_mA
1498.0,0.049577
1499.0,0.049822
1500.0,0.050419
1501.0,0.049664
1502.0,0.050261
1503.0,0.049506
1504.0,0.050103
1505.0,0.050348
1506.0,0.049945
1507.0,0.05019
1508.0,0.049787
1509.0,0.050384
1510.0,0.049629
1511.0,0.050226
1512.0,0.050471
1513.0,0.050068
1514.0,0.050313
1515.0,0.04991
1516.0,0.050155
1517.0,0.049752
1518.0,0.049997
1519.0,0.049594
1520.0,0.049839
1521.0,0.050436
1522.0,0.049681
1523.0,0.050278
1524.0,0.049523
1525.0,0.05012
1526.0,0.050365
1527.0,0.049962
1528.0,0.050207
1529.0,0.049804
1530.0,0.050049
1531.0,0.049646
1532.0,0.049891
1533.0,0.050488
1534.0,0.049733
1535.0,0.05033
1536.0,0.049575
1537.0,0.050172
1538.0,0.050417
1539.0,0.050014
1540.0,0.050259
1541.0,0.049856
1542.0,0.050101
1543.0,0.049698
1544.0,0.049943
1545.0,0.04954
1546.0,0.050137
1547.0,0.050382
1548.0,0.049979
1549.0,0.050224
1550.0,0.049821
1551.0,0.050066
1552.0,0.049663
1553.0,0.049908
1554.0,0.049505
1555.0,0.04975
1556.0,0.050347
1557.0,0.049592
1558.0,0.050189
1559.0,0.050434
1560.0,0.050031
1561.0,0.050276
1562.0,0.049873
1563.0,0.050118
1564.0,0.049715
1565.0,0.04996
1566.0,0.049557
1567.0,0.049802
1568.0,0.050399
1569.0,0.049644
1570.0,0.050241
1571.0,0.050486
1572.0,0.050083
1573.0,0.050328
1574.0,0.049925
1575.0,0.05017
1576.0,0.049767
1577.0,0.050012
1578.0,0.049609
1579.0,0.049854
1580.0,0.050451
1581.0,0.050048
1582.0,0.050293
1583.0,0.04989
1584.0,0.050135
1585.0,0.049732
1586.0,0.049977
1587.0,0.049574
1588.0,0.049819
1589.0,0.050416
1590.0,0.049661
1591.0,0.050258
1592.0,0.049503
1593.0,0.0501
1594.0,0.050345
1595.0,0.049942
1596.0,0.050187
1597.0,0.049784
1598.0,0.050029
1599.0,0.049626
1600.0,0.049871
1601.0,0.050468
1602.0,0.049713
1603.0,0.05031
1604.0,0.049555
1605.0,0.050152
1606.0,0.050397
1607.0,0.049994
1608.0,0.050239
1609.0,0.049836
1610.0,0.050081
1611.0,0.049678
1612.0,0.049923
1613.0,0.04952
1614.0,0.049765
1615.0,0.050362
1616.0,0.049607
1617.0,0.050204
1618.0,0.049801
1619.0,0.050046
1620.0,0.049643
1621.0,0.049888
1622.0,0.050485
1623.0,0.04973
1624.0,0.050327
1625.0,0.049572
1626.0,0.050169
1627.0,0.050414
1628.0,0.050011
1629.0,0.050256
1630.0,0.049853
1631.0,0.050098
1632.0,0.049695
1633.0,0.04994
1634.0,0.049537
1635.0,0.049782
1636.0,0.050379
1637.0,0.049624
1638.0,0.050221
1639.0,0.050466
1640.0,0.050063
1641.0,0.050308
1642.0,0.049905
1643.0,0.05015
1644.0,0.049747
1645.0,0.049992
1646.0,0.049589
1647.0,0.049834
1648.0,0.050431
1649.0,0.049676
1650.0,0.050273
1651.0,0.049518
1652.0,0.050115
1653.0,0.049712
1654.0,0.049957
1655.0,0.049554
1656.0,0.049799
1657.0,0.050396
1658.0,0.049641
1659.0,0.050238
1660.0,0.050483
1661.0,0.05008
1662.0,0.050325
1663.0,0.049922
1664.0,0.050167
1665.0,0.049764
1666.0,0.050009
1667.0,0.049606
1668.0,0.049851
1669.0,0.050448
1670.0,0.049693
1671.0,0.05029
1672.0,0.049535
1673.0,0.050132
1674.0,0.050377
1675.0,0.049974
1676.0,0.050219
1677.0,0.049816
1678.0,0.050061
1679.0,0.049658
1680.0,0.049903
1681.0,0.0495
1682.0,0.049745
1683.0,0.050342
1684.0,0.049587
1685.0,0.050184
1686.0,0.050429
1687.0,0.050026
1688.0,0.050271
1689.0,0.049868
1690.0,0.050465
1691.0,0.04971
1692.0,0.050307
1693.0,0.049552
1694.0,0.050149
1695.0,0.050394
1696.0,0.049991
1697.0,0.050236
1698.0,0.049833
1699.0,0.050078
1700.0,0.049675
1701.0,0.04992
1702.0,0.049517
1703.0,0.049762
1704.0,0.050359
1705.0,0.049604
1706.0,0.050201
1707.0,0.050446
1708.0,0.050043
1709.0,0.050288
1710.0,0.049885
1711.0,0.05013
1712.0,0.049727
1713.0,0.049972
1714.0,0.049569
1715.0,0.049814
1716.0,0.050411
1717.0,0.049656
1718.0,0.050253
1719.0,0.050498
1720.0,0.050095
1721.0,0.05034
1722.0,0.049937
1723.0,0.050182
1724.0,0.049779
1725.0,0.050024
1726.0,0.049621
1727.0,0.050218
1728.0,0.050463
1729.0,0.05006
1730.0,0.050305
1731.0,0.049902
1732.0,0.050147
1733.0,0.049744
1734.0,0.049989
1735.0,0.049586
1736.0,0.049831
1737.0,0.050428
1738.0,0.049673
1739.0,0.05027
1740.0,0.049515
1741.0,0.050112
1742.0,0.050357
1743.0,0.049954
1744.0,0.050199
1745.0,0.049796
1746.0,0.050041
1747.0,0.049638
1748.0,0.049883
1749.0,0.05048
1750.0,0.049725
1751.0,0.050322
1752.0,0.049567
1753.0,0.050164
1754.0,0.050409
1755.0,0.050006
1756.0,0.050251
1757.0,0.049848
1758.0,0.050093
1759.0,0.04969
1760.0,0.049935
1761.0,0.049532
1762.0,0.050129
1763.0,0.050374
1764.0,0.049971
1765.0,0.050216
1766.0,0.049813
1767.0,0.050058
1768.0,0.049655
1769.0,0.0499
1770.0,0.050497
1771.0,0.049742
1772.0,0.050339
1773.0,0.049584
1774.0,0.050181
1775.0,0.050426
1776.0,0.050023
1777.0,0.050268
1778.0,0.049865
1779.0,0.05011
1780.0,0.049707
1781.0,0.049952
1782.0,0.049549
1783.0,0.049794
1784.0,0.050391
1785.0,0.049636
1786.0,0.050233
1787.0,0.050478
1788.0,0.050075
1789.0,0.05032
1790.0,0.049917
1791.0,0.050162
1792.0,0.049759
1793.0,0.050004
1794.0,0.049601
1795.0,0.049846
1796.0,0.050443
1797.0,0.049688
1798.0,0.050285
1799.0,0.049882
1800.0,0.050127
1801.0,0.049724
1802.0,0.049969
1803.0,0.049566
1804.0,0.049811
1805.0,0.050408
1806.0,0.049653
1807.0,0.05025
1808.0,0.050495
1809.0,0.050092
1810.0,0.050337
1811.0,0.049934
1812.0,0.050179
1813.0,0.049776
1814.0,0.050021
1815.0,0.049618
1816.0,0.049863
1817.0,0.05046
1818.0,0.049705
1819.0,0.050302
1820.0,0.049547
1821.0,0.050144
1822.0,0.050389
1823.0,0.049986
1824.0,0.050231
1825.0,0.049828
1826.0,0.050073
1827.0,0.04967
1828.0,0.049915
1829.0,0.049512
1830.0,0.049757
1831.0,0.050354
1832.0,0.049599
1833.0,0.050196
1834.0,0.049793
1835.0,0.050038
1836.0,0.049635
1837.0,0.04988
1838.0,0.050477
1839.0,0.049722
1840.0,0.050319
1841.0,0.049564
1842.0,0.050161
1843.0,0.050406
1844.0,0.050003
1845.0,0.050248
1846.0,0.049845
1847.0,0.05009
1848.0,0.049687
1849.0,0.049932
1850.0,0.049529
1851.0,0.049774
1852.0,0.050371
1853.0,0.049616
1854.0,0.050213
1855.0,0.050458
1856.0,0.050055
1857.0,0.0503
1858.0,0.049897
1859.0,0.050142
1860.0,0.049739
1861.0,0.049984
1862.0,0.049581
1863.0,0.049826
1864.0,0.050423
1865.0,0.049668
1866.0,0.050265
1867.0,0.04951
1868.0,0.050107
1869.0,0.050352
1870.0,0.049949
1871.0,0.049546
1872.0,0.049791
1873.0,0.050388
1874.0,0.049633
1875.0,0.05023
1876.0,0.050475
1877.0,0.050072
1878.0,0.050317
1879.0,0.049914
1880.0,0.050159
1881.0,0.049756
1882.0,0.050001
1883.0,0.049598
1884.0,0.049843
1885.0,0.05044
1886.0,0.049685
1887.0,0.050282
1888.0,0.049527
1889.0,0.050124
1890.0,0.050369
1891.0,0.049966
1892.0,0.050211
1893.0,0.049808
1894.0,0.050053
1895.0,0.04965
1896.0,0.049895
1897.0,0.050492
1898.0,0.049737
1899.0,0.050334
1900.0,0.049579
1901.0,0.050176
1902.0,0.050421
1903.0,0.050018
1904.0,0.050263
1905.0,0.04986
1906.0,0.050457
1907.0,0.049702
1908.0,0.050299
1909.0,0.049544
1910.0,0.050141
1911.0,0.050386
1912.0,0.049983
1913.0,0.050228
1914.0,0.049825
1915.0,0.05007
1916.0,0.049667
1917.0,0.049912
1918.0,0.049509
1919.0,0.049754
1920.0,0.050351
1921.0,0.049596
1922.0,0.050193
1923.0,0.050438
1924.0,0.050035
1925.0,0.05028
1926.0,0.049877
1927.0,0.050122
1928.0,0.049719
1929.0,0.049964
1930.0,0.049561
1931.0,0.049806
1932.0,0.050403
1933.0,0.049648
1934.0,0.050245
1935.0,0.05049
1936.0,0.050087
1937.0,0.050332
1938.0,0.049929
1939.0,0.050174
1940.0,0.049771
1941.0,0.050016
1942.0,0.049613
1943.0,0.05021
1944.0,0.050455
1945.0,0.050052
1946.0,0.050297
1947.0,0.049894
1948.0,0.050139
1949.0,0.049736
1950.0,0.049981
1951.0,0.049578
1952.0,0.049823
1953.0,0.05042
1954.0,0.049665
1955.0,0.050262
1956.0,0.049507
1957.0,0.050104
1958.0,0.050349
1959.0,0.049946
1960.0,0.050191
1961.0,0.049788
1962.0,0.050033
1963.0,0.04963
1964.0,0.049875
1965.0,0.050472
1966.0,0.049717
1967.0,0.050314
1968.0,0.049559
1969.0,0.050156
1970.0,0.050401
1971.0,0.049998
1972.0,0.050243
1973.0,0.04984
1974.0,0.050085
1975.0,0.049682
1976.0,0.049927
1977.0,0.049524
1978.0,0.050121
1979.0,0.050366
1980.0,0.049963
1981.0,0.050208
1982.0,0.049805
1983.0,0.05005
1984.0,0.049647
1985.0,0.049892
1986.0,0.050489
1987.0,0.049734
1988.0,0.050331
1989.0,0.049576
1990.0,0.050173
1991.0,0.050418
1992.0,0.050015
1993.0,0.05026
1994.0,0.049857
1995.0,0.050102
1996.0,0.049699
1997.0,0.049944
1998.0,0.049541
1999.0,0.049786
2000.0,0.050383
2001.0,0.049628
2002.0,0.050225
2003.0,0.05047
2004.0,0.050067
2005.0,0.050312
2006.0,0.049909
2007.0,0.050154
2008.0,0.049751
2009.0,0.049996
2010.0,0.049593
2011.0,0.049838
2012.0,0.050435
2013.0,0.04968
2014.0,0.050277
2015.0,0.049874
2016.0,0.050119
2017.0,0.049716
2018.0,0.049961
2019.0,0.049558
2020.0,0.049803
2021.0,0.0504
2022.0,0.049645
2023.0,0.050242
2024.0,0.050487
2025.0,0.050084
2026.0,0.050329
2027.0,0.049926
2028.0,0.050171
2029.0,0.049768
2030.0,0.050013
2031.0,0.04961
2032.0,0.049855
2033.0,0.050452
2034.0,0.049697
2035.0,0.050294
2036.0,0.049539
2037.0,0.050136
2038.0,0.050381
2039.0,0.049978
2040.0,0.050223
2041.0,0.04982
2042.0,0.050065
2043.0,0.049662
2044.0,0.049907
2045.0,0.049504
2046.0,0.049749
2047.0,0.050346
2048.0,0.049591
2049.0,0.050188
2050.0,0.049785
2051.0,0.05003
2052.0,0.049627
2053.0,0.049872
2054.0,0.050469
2055.0,0.049714
2056.0,0.050311
2057.0,0.049556
2058.0,0.050153
2059.0,0.050398
2060.0,0.049995
2061.0,0.05024
2062.0,0.049837
2063.0,0.050082
2064.0,0.049679
2065.0,0.049924
2066.0,0.049521
2067.0,0.049766
2068.0,0.050363
2069.0,0.049608
2070.0,0.050205
2071.0,0.05045
2072.0,0.050047
2073.0,0.050292
2074.0,0.049889
2075.0,0.050134
2076.0,0.049731
2077.0,0.049976
2078.0,0.049573
2079.0,0.049818
2080.0,0.050415
2081.0,0.04966
2082.0,0.050257
2083.0,0.049502
2084.0,0.050099
2085.0,0.050344
2086.0,0.049941
2087.0,0.049538
2088.0,0.049783
2089.0,0.05038
2090.0,0.049625
2091.0,0.050222
2092.0,0.050467
2093.0,0.050064
2094.0,0.050309
2095.0,0.049906
2096.0,0.050151
2097.0,0.049748
2098.0,0.049993
2099.0,0.04959
2100.0,0.049835
2101.0,0.050432
2102.0,0.049677
2103.0,0.050274
2104.0,0.049519
2105.0,0.050116
2106.0,0.050361
2107.0,0.049958
2108.0,0.050203
2109.0,0.0498
2110.0,0.050045
2111.0,0.049642
2112.0,0.049887
2113.0,0.050484
2114.0,0.049729
2115.0,0.050326
2116.0,0.049571
2117.0,0.050168
2118.0,0.050413
2119.0,0.05001
2120.0,0.050255
2121.0,0.049852
2122.0,0.050449
2123.0,0.049694
2124.0,0.050291
2125.0,0.049536
2126.0,0.050133
2127.0,0.050378
2128.0,0.049975
2129.0,0.05022
2130.0,0.049817
2131.0,0.050062
2132.0,0.049659
2133.0,0.049904
2134.0,0.049501
2135.0,0.049746
2136.0,0.050343
2137.0,0.049588
2138.0,0.050185
2139.0,0.05043
2140.0,0.050027
2141.0,0.050272
2142.0,0.049869
2143.0,0.050114
2144.0,0.049711
2145.0,0.049956
2146.0,0.049553
2147.0,0.049798
2148.0,0.050395
2149.0,0.04964
2150.0,0.050237
2151.0,0.050482
2152.0,0.050079
2153.0,0.050324
2154.0,0.049921
2155.0,0.050166
2156.0,0.049763
2157.0,0.050008
2158.0,0.049605
2159.0,0.050202
2160.0,0.050447
2161.0,0.050044
2162.0,0.050289
2163.0,0.049886
2164.0,0.050131
2165.0,0.049728
2166.0,0.049973
2167.0,0.04957
2168.0,0.049815
2169.0,0.050412
2170.0,0.049657
2171.0,0.050254
2172.0,0.050499
2173.0,0.050096
2174.0,0.050341
2175.0,0.049938
2176.0,0.050183
2177.0,0.04978
2178.0,0.050025
2179.0,0.049622
2180.0,0.049867
2181.0,0.050464
2182.0,0.049709
2183.0,0.050306
2184.0,0.049551
2185.0,0.050148
2186.0,0.050393
2187.0,0.04999
2188.0,0.050235
2189.0,0.049832
2190.0,0.050077
2191.0,0.049674
2192.0,0.049919
2193.0,0.049516
2194.0,0.050113
2195.0,0.050358
2196.0,0.049955
2197.0,0.0502
2198.0,0.049797
2199.0,0.050042
2200.0,0.049639
2201.0,0.049884
2202.0,0.050481
2203.0,0.049726
2204.0,0.050323
2205.0,0.049568
2206.0,0.050165
2207.0,0.05041
2208.0,0.050007
2209.0,0.050252
2210.0,0.049849
2211.0,0.050094
2212.0,0.049691
2213.0,0.049936
2214.0,0.049533
2215.0,0.049778
2216.0,0.050375
2217.0,0.04962
2218.0,0.050217
2219.0,0.050462
2220.0,0.050059
2221.0,0.050304
2222.0,0.049901
2223.0,0.050146
2224.0,0.049743
2225.0,0.049988
2226.0,0.049585
2227.0,0.04983
2228.0,0.050427
2229.0,0.049672
2230.0,0.050269
2231.0,0.049866
2232.0,0.050111
2233.0,0.049708
2234.0,0.049953
2235.0,0.04955
2236.0,0.049795
2237.0,0.050392
2238.0,0.049637
2239.0,0.050234
2240.0,0.050479
2241.0,0.050076
2242.0,0.050321
2243.0,0.049918
2244.0,0.050163
2245.0,0.04976
2246.0,0.050005
2247.0,0.049602
2248.0,0.049847
2249.0,0.050444
2250.0,0.049689
2251.0,0.050286
2252.0,0.049531
2253.0,0.050128
2254.0,0.050373
2255.0,0.04997
2256.0,0.050215
2257.0,0.049812
2258.0,0.050057
2259.0,0.049654
2260.0,0.049899
2261.0,0.050496
2262.0,0.049741
2263.0,0.050338
2264.0,0.049583
2265.0,0.05018
2266.0,0.050425
2267.0,0.050022
2268.0,0.049619
2269.0,0.049864
2270.0,0.050461
2271.0,0.049706
2272.0,0.050303
2273.0,0.049548
2274.0,0.050145
2275.0,0.05039
2276.0,0.049987
2277.0,0.050232
2278.0,0.049829
2279.0,0.050074
2280.0,0.049671
2281.0,0.049916
2282.0,0.049513
2283.0,0.049758
2284.0,0.050355
2285.0,0.0496
2286.0,0.050197
2287.0,0.050442
2288.0,0.050039
2289.0,0.050284
2290.0,0.049881
2291.0,0.050126
2292.0,0.049723
2293.0,0.049968
2294.0,0.049565
2295.0,0.04981
2296.0,0.050407
2297.0,0.049652
2298.0,0.050249
2299.0,0.050494
2300.0,0.050091
2301.0,0.050336
2302.0,0.049933
2303.0,0.04953
2304.0,0.049775
2305.0,0.050372
2306.0,0.049617
2307.0,0.050214
2308.0,0.050459
2309.0,0.050056
2310.0,0.050301
2311.0,0.049898
2312.0,0.050143
2313.0,0.04974
2314.0,0.049985
2315.0,0.049582
2316.0,0.049827
2317.0,0.050424
2318.0,0.049669
2319.0,0.050266
2320.0,0.049511
2321.0,0.050108
2322.0,0.050353
2323.0,0.04995
2324.0,0.050195
2325.0,0.049792
2326.0,0.050037
2327.0,0.049634
2328.0,0.049879
2329.0,0.050476
2330.0,0.049721
2331.0,0.050318
2332.0,0.049563
2333.0,0.05016
2334.0,0.050405
2335.0,0.050002
2336.0,0.050247
2337.0,0.049844
2338.0,0.050089
2339.0,0.049686
2340.0,0.050283
2341.0,0.049528
2342.0,0.050125
2343.0,0.05037
2344.0,0.049967
2345.0,0.050212
2346.0,0.049809
2347.0,0.050054
2348.0,0.049651
2349.0,0.049896
2350.0,0.050493
2351.0,0.049738
2352.0,0.050335
2353.0,0.04958
2354.0,0.050177
2355.0,0.050422
2356.0,0.050019
2357.0,0.050264
2358.0,0.049861
2359.0,0.050106
2360.0,0.049703
2361.0,0.049948
2362.0,0.049545
2363.0,0.04979
2364.0,0.050387
2365.0,0.049632
2366.0,0.050229
2367.0,0.050474
2368.0,0.050071
2369.0,0.050316
2370.0,0.049913
2371.0,0.050158
2372.0,0.049755
2373.0,0.05
2374.0,0.049597
2375.0,0.050194
2376.0,0.050439
2377.0,0.050036
2378.0,0.050281
2379.0,0.049878
2380.0,0.050123
2381.0,0.04972
2382.0,0.049965
2383.0,0.049562
2384.0,0.049807
2385.0,0.050404
2386.0,0.049649
2387.0,0.050246
2388.0,0.050491
2389.0,0.050088
2390.0,0.050333
2391.0,0.04993
2392.0,0.050175
2393.0,0.049772
2394.0,0.050017
2395.0,0.049614
2396.0,0.049859
2397.0,0.050456
2398.0,0.049701
2399.0,0.050298
2400.0,0.0
2401.0,0.0
2402.0,0.0
2403.0,0.0
2404.0,0.0
2405.0,0.0
2406.0,0.0
2407.0,0.0
2408.0,0.0
2409.0,0.0
2410.0,0.0
2411.0,0.0
2412.0,0.0
2413.0,0.0
2414.0,0.0
2415.0,0.0
2416.0,0.0
2417.0,0.0
2418.0,0.0
2419.0,0.0
2420.0,0.050315
2421.0,0.04956
2422.0,0.050157
2423.0,0.050402
2424.0,0.049999
2425.0,0.050244
2426.0,0.049841
2427.0,0.050086
2428.0,0.049683
2429.0,0.049928
2430.0,0.049525
2431.0,0.04977
2432.0,0.050367
2433.0,0.049612
2434.0,0.050209
2435.0,0.050454
2436.0,0.050051
2437.0,0.050296
2438.0,0.049893
2439.0,0.050138
2440.0,0.049735
2441.0,0.04998
2442.0,0.049577
2443.0,0.049822
2444.0,0.050419
2445.0,0.049664
2446.0,0.050261
2447.0,0.049858
2448.0,0.050103
2449.0,0.0497
2450.0,0.049945
2451.0,0.049542
2452.0,0.049787
2453.0,0.050384
2454.0,0.049629
2455.0,0.050226
2456.0,0.050471
2457.0,0.050068
2458.0,0.050313
2459.0,0.04991
2460.0,0.050155
2461.0,0.049752
2462.0,0.049997
2463.0,0.049594
2464.0,0.049839
2465.0,0.050436
2466.0,0.049681
2467.0,0.050278
2468.0,0.049523
2469.0,0.05012
2470.0,0.050365
2471.0,0.049962
2472.0,0.050207
2473.0,0.049804
2474.0,0.050049
2475.0,0.049646
2476.0,0.049891
2477.0,0.050488
2478.0,0.049733
2479.0,0.05033
2480.0,0.049575
2481.0,0.050172
2482.0,0.050417
2483.0,0.050014
2484.0,0.049611
2485.0,0.049856
2486.0,0.050453
2487.0,0.049698
2488.0,0.050295
2489.0,0.04954
2490.0,0.050137
2491.0,0.050382
2492.0,0.049979
2493.0,0.050224
2494.0,0.049821
2495.0,0.050066
2496.0,0.049663
2497.0,0.049908
2498.0,0.049505
2499.0,0.04975
2500.0,0.050347
2501.0,0.049592
2502.0,0.050189
2503.0,0.050434
2504.0,0.050031
2505.0,0.050276
2506.0,0.049873
2507.0,0.050118
2508.0,0.049715
2509.0,0.04996
2510.0,0.049557
2511.0,0.049802
2512.0,0.050399
2513.0,0.049644
2514.0,0.050241
2515.0,0.050486
2516.0,0.050083
2517.0,0.050328
2518.0,0.049925
2519.0,0.049522
2520.0,0.049767
2521.0,0.050364
2522.0,0.049609
2523.0,0.050206
2524.0,0.050451
2525.0,0.050048
2526.0,0.050293
2527.0,0.04989
2528.0,0.050135
2529.0,0.049732
2530.0,0.049977
2531.0,0.049574
2532.0,0.049819
2533.0,0.050416
2534.0,0.049661
2535.0,0.050258
2536.0,0.049503
2537.0,0.0501
2538.0,0.050345
2539.0,0.049942
2540.0,0.050187
2541.0,0.049784
2542.0,0.050029
2543.0,0.049626
2544.0,0.049871
2545.0,0.050468
2546.0,0.049713
2547.0,0.05031
2548.0,0.049555
2549.0,0.050152
2550.0,0.050397
2551.0,0.049994
2552.0,0.050239
2553.0,0.049836
2554.0,0.050081
2555.0,0.049678
2556.0,0.050275
2557.0,0.04952
2558.0,0.050117
2559.0,0.050362
2560.0,0.049959
2561.0,0.050204
2562.0,0.049801
2563.0,0.050046
2564.0,0.049643
2565.0,0.049888
2566.0,0.050485
2567.0,0.04973
2568.0,0.050327
2569.0,0.049572
2570.0,0.050169
2571.0,0.050414
2572.0,0.050011
2573.0,0.050256
2574.0,0.049853
2575.0,0.050098
2576.0,0.049695
2577.0,0.04994
2578.0,0.049537
2579.0,0.049782
2580.0,0.050379
2581.0,0.049624
2582.0,0.050221
2583.0,0.050466
2584.0,0.050063
2585.0,0.050308
2586.0,0.049905
2587.0,0.05015
2588.0,0.049747
2589.0,0.049992
2590.0,0.049589
2591.0,0.050186
2592.0,0.050431
2593.0,0.050028
2594.0,0.050273
2595.0,0.04987
2596.0,0.050115
2597.0,0.049712
2598.0,0.049957
2599.0,0.049554
2600.0,0.049799
2601.0,0.050396
2602.0,0.049641
2603.0,0.050238
2604.0,0.050483
2605.0,0.05008
2606.0,0.050325
2607.0,0.049922
2608.0,0.050167
2609.0,0.049764
2610.0,0.050009
2611.0,0.049606
2612.0,0.049851
2613.0,0.050448
2614.0,0.049693
2615.0,0.05029
2616.0,0.049535
2617.0,0.050132
2618.0,0.050377
2619.0,0.049974
2620.0,0.050219
2621.0,0.049816
2622.0,0.050061
2623.0,0.049658
2624.0,0.049903
2625.0,0.0495
2626.0,0.049745
2627.0,0.050342
2628.0,0.049939
2629.0,0.050184
2630.0,0.049781
2631.0,0.050026
2632.0,0.049623
2633.0,0.049868
2634.0,0.050465
2635.0,0.04971
2636.0,0.050307
2637.0,0.049552
2638.0,0.050149
2639.0,0.050394
2640.0,0.049991
2641.0,0.050236
2642.0,0.049833
2643.0,0.050078
2644.0,0.049675
2645.0,0.04992
2646.0,0.049517
2647.0,0.049762
2648.0,0.050359
2649.0,0.049604
2650.0,0.050201
2651.0,0.050446
2652.0,0.050043
2653.0,0.050288
2654.0,0.049885
2655.0,0.05013
2656.0,0.049727
2657.0,0.049972
2658.0,0.049569
2659.0,0.049814
2660.0,0.050411
2661.0,0.049656
2662.0,0.050253
2663.0,0.04985
2664.0,0.050095
2665.0,0.049692
2666.0,0.049937
2667.0,0.049534
2668.0,0.049779
2669.0,0.050376
2670.0,0.049621
2671.0,0.050218
2672.0,0.050463
2673.0,0.05006
2674.0,0.050305
2675.0,0.049902
2676.0,0.050147
2677.0,0.049744
2678.0,0.049989
2679.0,0.049586
2680.0,0.049831
2681.0,0.050428
2682.0,0.049673
2683.0,0.05027
2684.0,0.049515
2685.0,0.050112
2686.0,0.050357
2687.0,0.049954
2688.0,0.050199
2689.0,0.049796
2690.0,0.050041
2691.0,0.049638
2692.0,0.049883
2693.0,0.05048
2694.0,0.049725
2695.0,0.050322
2696.0,0.049567
2697.0,0.050164
2698.0,0.050409
2699.0,0.050006
2700.0,0.049603
2701.0,0.049848
2702.0,0.050445
2703.0,0.04969
2704.0,0.050287
2705.0,0.049532
2706.0,0.050129
2707.0,0.050374
2708.0,0.049971
2709.0,0.050216
2710.0,0.049813
2711.0,0.050058
2712.0,0.049655
2713.0,0.0499
2714.0,0.050497
2715.0,0.049742
2716.0,0.050339
2717.0,0.049584
2718.0,0.050181
2719.0,0.050426
2720.0,0.050023
2721.0,0.050268
2722.0,0.049865
2723.0,0.05011
2724.0,0.049707
2725.0,0.049952
2726.0,0.049549
2727.0,0.049794
2728.0,0.050391
2729.0,0.049636
2730.0,0.050233
2731.0,0.050478
2732.0,0.050075
2733.0,0.05032
2734.0,0.049917
2735.0,0.049514
2736.0,0.049759
2737.0,0.050356
2738.0,0.049601
2739.0,0.050198
2740.0,0.050443
2741.0,0.05004
2742.0,0.050285
2743.0,0.049882
2744.0,0.050127
2745.0,0.049724
2746.0,0.049969
2747.0,0.049566
2748.0,0.049811
2749.0,0.050408
2750.0,0.049653
2751.0,0.05025
2752.0,0.050495
2753.0,0.050092
2754.0,0.050337
2755.0,0.049934
2756.0,0.050179
2757.0,0.049776
2758.0,0.050021
2759.0,0.049618
2760.0,0.049863
2761.0,0.05046
2762.0,0.049705
2763.0,0.050302
2764.0,0.049547
2765.0,0.050144
2766.0,0.050389
2767.0,0.049986
2768.0,0.050231
2769.0,0.049828
2770.0,0.050073
2771.0,0.04967
2772.0,0.050267
2773.0,0.049512
2774.0,0.050109
2775.0,0.050354
2776.0,0.049951
2777.0,0.050196
2778.0,0.049793
2779.0,0.050038
2780.0,0.049635
2781.0,0.04988
2782.0,0.050477
2783.0,0.049722
2784.0,0.050319
2785.0,0.049564
2786.0,0.050161
2787.0,0.050406
2788.0,0.050003
2789.0,0.050248
2790.0,0.049845
2791.0,0.05009
2792.0,0.049687
2793.0,0.049932
2794.0,0.049529
2795.0,0.049774
2796.0,0.050371
2797.0,0.049616
2798.0,0.050213
2799.0,0.050458
2800.0,0.050055
2801.0,0.0503
2802.0,0.049897
2803.0,0.050142
2804.0,0.049739
2805.0,0.049984
2806.0,0.049581
2807.0,0.049826
2808.0,0.050423
2809.0,0.05002
2810.0,0.050265
2811.0,0.049862
2812.0,0.050107
2813.0,0.049704
2814.0,0.049949
2815.0,0.049546
2816.0,0.049791
2817.0,0.050388
2818.0,0.049633
2819.0,0.05023
2820.0,0.050475
2821.0,0.050072
2822.0,0.050317
2823.0,0.049914
2824.0,0.050159
2825.0,0.049756
2826.0,0.050001
2827.0,0.049598
2828.0,0.049843
2829.0,0.05044
2830.0,0.049685
2831.0,0.050282
2832.0,0.049527
2833.0,0.050124
2834.0,0.050369
2835.0,0.049966
2836.0,0.050211
2837.0,0.049808
2838.0,0.050053
2839.0,0.04965
2840.0,0.049895
2841.0,0.050492
2842.0,0.049737
2843.0,0.050334
2844.0,0.049931
2845.0,0.050176
2846.0,0.049773
2847.0,0.050018
2848.0,0.049615
2849.0,0.04986
2850.0,0.050457
2851.0,0.049702
2852.0,0.050299
2853.0,0.049544
2854.0,0.050141
2855.0,0.050386
2856.0,0.049983
2857.0,0.050228
2858.0,0.049825
2859.0,0.05007
2860.0,0.049667
2861.0,0.049912
2862.0,0.049509
2863.0,0.049754
2864.0,0.050351
2865.0,0.049596
2866.0,0.050193
2867.0,0.050438
2868.0,0.050035
2869.0,0.05028
2870.0,0.049877
2871.0,0.050122
2872.0,0.049719
2873.0,0.049964
2874.0,0.049561
2875.0,0.049806
2876.0,0.050403
2877.0,0.049648
2878.0,0.050245
2879.0,0.05049
2880.0,0.050087
2881.0,0.049684
2882.0,0.049929
2883.0,0.049526
2884.0,0.049771
2885.0,0.050368
2886.0,0.049613
2887.0,0.05021
2888.0,0.050455
2889.0,0.050052
2890.0,0.050297
2891.0,0.049894
2892.0,0.050139
2893.0,0.049736
2894.0,0.049981
2895.0,0.049578
2896.0,0.049823
2897.0,0.05042
2898.0,0.049665
